,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
115,Bakı,Toyota,RAV 4,2019,Offroader / SUV,Ağ,2.0 L/175 a.g./Benzin,18 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 300 USD,5.0,1.0,Avropa
116,Bakı,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,203 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 600 AZN,4.0,2.0,Avropa
117,Bakı,Land Rover,RR Sport,2019,Offroader / SUV,Mavi,3.0 L/292 a.g./Dizel,65 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",79 500 USD,5.0,1.0,Rəsmi diler
118,Bakı,Chevrolet,Cruze,2016,Sedan,Ağ,1.4 L/140 a.g./Benzin,185 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 900 AZN,5.0,1.0,Avropa
119,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Qara,2.0 L/175 a.g./Benzin,250 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 500 USD,5.0,1.0,Avropa
120,Bakı,Kia,Carens,2008,Minivan,Qara,2.0 L/140 a.g./Dizel,247 123 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 600 AZN,5.0,1.0,Avropa
121,Bakı,Opel,Astra,2009,Hetçbek,Yaş Asfalt,1.4 L/90 a.g./Benzin,253 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 500 AZN,5.0,1.0,Avropa
122,Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,185 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 900 AZN,5.0,1.0,Avropa
123,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Qara,2.0 L/173 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",37 600 USD,5.0,1.0,Avropa
124,Bakı,Ford,Mustang,2019,Kupe,Ağ,2.3 L/310 a.g./Benzin,49 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 900 USD,5.0,1.0,Avropa
125,Bakı,Toyota,Highlander,2022,Offroader / SUV,Boz,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",60 900 USD,7.0,0.0,Avropa
126,Bakı,Mitsubishi,Pajero,2008,Offroader / SUV,Qara,3.0 L/178 a.g./Benzin,162 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 542 AZN,7.0,1.0,Rəsmi diler
127,Bakı,Hyundai,i30,2011,Universal,Qara,1.6 L/115 a.g./Dizel,258 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 600 AZN,5.0,1.0,Avropa
128,Bakı,Toyota,Camry,2022,Sedan,Ağ,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",41 200 USD,5.0,1.0,Rəsmi diler
129,Bakı,Hyundai,Elantra,2012,Sedan,Qara,1.8 L/150 a.g./Benzin,107 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 400 AZN,5.0,1.0,Avropa
130,Bakı,Toyota,Highlander,2022,Offroader / SUV,Ağ,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",65 600 USD,7.0,1.0,Avropa
131,Bakı,Changan,CS 35,2015,Offroader / SUV,Qara,1.6 L/124 a.g./Benzin,114 123 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 900 AZN,5.0,1.0,Avropa
132,Bakı,Toyota,Highlander,2022,Offroader / SUV,Göy,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",67 000 USD,7.0,0.0,Avropa
133,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Ağ,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",42 000 USD,5.0,1.0,Avropa
134,Bakı,Toyota,C-HR,2022,Offroader / SUV,Ağ,2.0 L/148 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",58 100 AZN,5.0,1.0,Avropa
135,Gəncə,Mercedes,E 280,2001,Sedan,Gümüşü,2.8 L/204 a.g./Benzin,188 600 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 000 AZN,4.0,1.0,Avropa
136,Bakı,Mazda,CX-5,2014,Offroader / SUV,Ağ,2.0 L/150 a.g./Benzin,60 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 800 AZN,5.0,1.0,Avropa
137,Bakı,Alfa Romeo,Stelvio,2022,Offroader / SUV,Göy,2.0 L/280 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",56 400 EUR,5.0,1.0,Avropa
138,Bakı,Volkswagen,Multivan,2022,Minivan,Boz,1.5 L/218 a.g./Plug-in Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",134 900 AZN,7.0,1.0,Avropa
139,Bakı,Mercedes,C 230,2006,Sedan,Qara,2.5 L/204 a.g./Benzin,287 567 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 500 AZN,5.0,2.0,Amerika
140,Bakı,Volkswagen,ID.4,2022,Hetçbek,Ağ,0.0 L/204 a.g./Elektro,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",39 900 USD,5.0,1.0,Avropa
141,Bakı,Honda,Civic,2021,Hetçbek,Boz,1.5 L/182 a.g./Benzin,15 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",34 000 AZN,5.0,1.0,Amerika
142,Bakı,Mitsubishi,Attrage,2014,Sedan,Boz,1.2 L/78 a.g./Benzin,250 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 700 AZN,5.0,0.0,Avropa
143,Bakı,Audi,A4,2002,Sedan,Boz,1.8 L/170 a.g./Benzin,167 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 800 AZN,4.0,2.0,Avropa
144,Bakı,Kia,Optima,2016,Sedan,Qara,2.0 L/245 a.g./Benzin,142 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 500 AZN,5.0,1.0,Avropa
145,Bakı,Hyundai,Elantra,2014,Sedan,Ağ,1.8 L/150 a.g./Benzin,115 366 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 400 AZN,5.0,2.0,Rəsmi diler
146,Bakı,Mercedes,E 220,2009,Sedan,Qara,2.2 L/170 a.g./Dizel,270 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 700 AZN,5.0,3.0,Avropa
147,Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,171 000 km,Avtomat,Ön,Xeyr,"Vuruğu var, rənglənib",28 200 AZN,7.0,1.0,Koreya
148,Bakı,Toyota,Land Cruiser,2022,Offroader / SUV,Qara,4.0 L/282 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",156 400 AZN,5.0,1.0,Avropa
149,Bakı,Toyota,Camry,2022,Sedan,Ağ,2.5 L/181 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",87 400 AZN,5.0,1.0,Avropa
150,Bakı,Toyota,Corolla,2022,Sedan,Qara,1.6 L/122 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",41 500 AZN,5.0,1.0,Avropa
151,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Yaş Asfalt,2.0 L/173 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",57 600 AZN,5.0,1.0,Avropa
152,Bakı,Toyota,Yaris Cross,2022,Offroader / SUV,Qızılı,1.5 L/132 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",45 400 AZN,5.0,1.0,Avropa
153,Bakı,Toyota,Hilux,2022,Offroader / SUV,Yaş Asfalt,2.4 L/150 a.g./Dizel,0 km,Mexaniki,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",63 400 AZN,5.0,1.0,Avropa
154,Bakı,Toyota,Highlander,2022,Offroader / SUV,Ağ,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",58 800 USD,7.0,1.0,Avropa
155,Bakı,Toyota,Camry,2022,Sedan,Qara,2.5 L/200 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",87 400 AZN,5.0,1.0,Avropa
156,Bakı,Hyundai,Santa Fe,2020,Offroader / SUV,Ağ,2.4 L/188 a.g./Benzin,60 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",62 000 AZN,7.0,1.0,Avropa
157,Bakı,Toyota,Hilux,2022,Pikap,Ağ,2.4 L/150 a.g./Dizel,0 km,Mexaniki,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",62 400 AZN,5.0,1.0,Avropa
158,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Qırmızı,2.5 L/219 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",46 000 USD,5.0,1.0,Rəsmi diler
159,Bakı,Toyota,Corolla Cross,2022,Offroader / SUV,Boz,2.0 L/197 a.g./Hibrid,0 km,Variator,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",54 700 AZN,5.0,1.0,Avropa
160,Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,240 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 500 AZN,5.0,1.0,Koreya
161,Bakı,Toyota,C-HR,2022,Offroader / SUV,Gümüşü,2.0 L/148 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",58 100 AZN,5.0,1.0,Avropa
162,Şirvan,Hyundai,Elantra,2014,Sedan,Gümüşü,1.8 L/150 a.g./Benzin,111 045 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 800 AZN,5.0,1.0,Avropa
163,Bakı,Opel,Astra,2006,Sedan,Gümüşü,1.3 L/90 a.g./Dizel,319 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 500 AZN,5.0,3.0,Avropa
164,Bakı,Toyota,Yaris Cross,2022,Offroader / SUV,Yaş Asfalt,1.5 L/120 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",45 600 AZN,5.0,1.0,Avropa
165,Bakı,Kia,Rio,2008,Hetçbek,Qara,1.4 L/97 a.g./Benzin,182 250 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 200 AZN,5.0,1.0,Avropa
166,Bakı,Toyota,RAV 4,2021,Offroader / SUV,Yaş Asfalt,2.0 L/149 a.g./Benzin,13 450 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 500 USD,5.0,1.0,Avropa
167,Bakı,Toyota,Land Cruiser,2022,Offroader / SUV,Qara,3.5 L/415 a.g./Benzin,14 510 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",112 000 USD,5.0,1.0,Avropa
168,Bakı,Toyota,Avalon,2022,Sedan,Qara,2.5 L/176 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",53 900 USD,5.0,1.0,Avropa
169,Bakı,BMW,X5,2022,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",106 000 EUR,5.0,1.0,Rəsmi diler
170,Bakı,Skywell,ET5,2022,Offroader / SUV,Qara,0.0 L/204 a.g./Elektro,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",52 650 USD,5.0,1.0,Rəsmi diler
171,Bakı,Toyota,Camry,2022,Sedan,Ağ,2.5 L/215 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",41 500 USD,5.0,1.0,Dubay
172,Bakı,Jetour,X70 PLUS,2022,Offroader / SUV,Göy,1.6 L/197 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",49 800 AZN,5.0,1.0,Avropa
173,Bakı,Toyota,Prius,2008,Liftbek,Yaşıl,1.5 L/76 a.g./Hibrid,394 772 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,4.0,1.0,Amerika
174,Bakı,Chevrolet,Epica,2010,Sedan,Ağ,2.0 L/143 a.g./Benzin,236 124 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 900 AZN,5.0,3.0,Avropa
175,Bakı,Baic,M60,2021,Offroader / SUV,Ağ,1.5 L/150 a.g./Benzin,15 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 900 AZN,7.0,1.0,Rəsmi diler
176,Bakı,Toyota,Prius,2006,Liftbek,Yaşıl,1.5 L/76 a.g./Hibrid,236 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 500 AZN,5.0,1.0,Avropa
177,Bakı,Chevrolet,Volt,2013,Liftbek,Tünd qırmızı,1.4 L/84 a.g./Plug-in Hibrid,143 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 500 AZN,4.0,2.0,Amerika
178,Bakı,Hyundai,Elantra,2013,Sedan,Ağ,1.8 L/150 a.g./Benzin,127 138 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 900 AZN,5.0,2.0,Amerika
179,Bakı,BMW,535,2016,Sedan,Qara,3.0 L/306 a.g./Benzin,130 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 500 USD,5.0,0.0,Avropa
180,Bakı,Nissan,Sunny,2015,Sedan,Qara,1.5 L/99 a.g./Benzin,120 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 800 AZN,5.0,2.0,Rəsmi diler
181,Bakı,Lexus,RX 350,2008,Offroader / SUV,Qara,3.5 L/270 a.g./Benzin,172 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 700 AZN,5.0,1.0,Avropa
182,Bakı,Kia,Sorento,2016,Offroader / SUV,Yaş Asfalt,2.0 L/240 a.g./Benzin,51 300 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 900 AZN,5.0,0.0,Amerika
183,Bakı,Toyota,Corolla,2022,Sedan,Göy,1.8 L/140 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",28 900 USD,5.0,1.0,Avropa
184,Bakı,Toyota,Highlander,2022,Offroader / SUV,Ağ,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",67 900 USD,7.0,1.0,Avropa
185,Bakı,Toyota,Land Cruiser,2013,Offroader / SUV,Qara,4.0 L/282 a.g./Benzin,165 112 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",41 200 USD,7.0,1.0,Rəsmi diler
186,Bakı,Lexus,NX 200t,2017,Offroader / SUV,Gümüşü,2.0 L/238 a.g./Benzin,45 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 200 USD,5.0,1.0,Rəsmi diler
187,Bakı,Toyota,Highlander,2022,Offroader / SUV,Qara,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",67 900 USD,7.0,1.0,Avropa
188,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Boz,2.0 L/175 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",34 700 USD,5.0,1.0,Rəsmi diler
189,Bakı,Opel,Astra,2007,Hetçbek,Qara,1.4 L/90 a.g./Benzin,171 743 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 200 AZN,5.0,1.0,Avropa
190,Bakı,Kia,Ceed,2008,Universal,Ağ,1.6 L/115 a.g./Dizel,211 226 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 500 AZN,5.0,1.0,Amerika
191,Bakı,Kia,Cerato,2019,Sedan,Ağ,2.0 L/150 a.g./Benzin,71 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 800 AZN,5.0,0.0,Amerika
192,Bakı,Mercedes,E 300,2016,Sedan,Ağ,2.0 L/245 a.g./Benzin,93 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 600 USD,5.0,0.0,Digər
193,Bakı,Land Rover,Discovery,2010,Offroader / SUV,Ağ,3.0 L/245 a.g./Dizel,186 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 999 USD,5.0,0.0,Avropa
194,Bakı,Nissan,Tiida,2013,Sedan,Yaş Asfalt,1.5 L/105 a.g./Benzin,38 400 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 000 AZN,5.0,1.0,Yaponiya
195,Bakı,Hyundai,i30,2009,Universal,Gümüşü,1.4 L/109 a.g./Benzin,198 785 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 700 AZN,5.0,1.0,Avropa
196,Bakı,Toyota,Corolla,2019,Sedan,Qara,1.6 L/122 a.g./Benzin,29 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 000 USD,5.0,1.0,Rəsmi diler
197,Bakı,Chevrolet,Malibu,2018,Sedan,Ağ,1.5 L/160 a.g./Benzin,63 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 800 AZN,5.0,0.0,Amerika
198,Bakı,Honda,Accord,2019,Sedan,Göy,1.5 L/192 a.g./Benzin,23 067 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 400 USD,5.0,0.0,Amerika
199,Bakı,BMW,528,2012,Sedan,Ağ,2.0 L/245 a.g./Benzin,205 774 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 300 USD,5.0,0.0,Amerika
200,Bakı,Hyundai,Accent,2013,Sedan,Ağ,1.4 L/108 a.g./Benzin,138 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 200 AZN,5.0,1.0,Rəsmi diler
201,Bakı,Kia,Stinger,2019,Liftbek,Ağ,2.0 L/247 a.g./Benzin,48 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 400 USD,5.0,1.0,Amerika
202,Bakı,BMW,525,2008,Sedan,Ağ,2.5 L/218 a.g./Benzin,82 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 000 USD,4.0,1.0,Yaponiya
203,Bakı,Land Rover,RR Sport,2022,Offroader / SUV,Qara,3.0 L/400 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",220 000 USD,7.0,1.0,Rəsmi diler
204,Bakı,Land Rover,Discovery,2005,Offroader / SUV,Gümüşü,2.7 L/190 a.g./Dizel,241 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 AZN,5.0,0.0,Avropa
205,Bakı,Land Rover,Defender,2023,Offroader / SUV,Qara,3.0 L/400 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",167 000 USD,5.0,1.0,Rəsmi diler
206,Bakı,Ford,Fusion,2013,Sedan,Gümüşü,1.5 L/181 a.g./Benzin,154 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 500 AZN,4.0,1.0,Amerika
207,Bakı,Hyundai,Sonata,2014,Sedan,Narıncı,2.0 L/245 a.g./Benzin,100 800 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 500 AZN,5.0,1.0,Avropa
208,Bakı,Fiat,Linea,2009,Sedan,Ağ,1.4 L/120 a.g./Benzin,185 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 700 AZN,5.0,2.0,Avropa
209,Bakı,Toyota,Camry,2013,Sedan,Ağ,2.5 L/180 a.g./Benzin,181 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 500 AZN,5.0,1.0,Rəsmi diler
210,Bakı,Land Rover,RR Sport,2016,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,72 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",57 500 USD,5.0,2.0,Digər
211,Bakı,Nissan,Tiida,2012,Hetçbek,Bej,1.5 L/109 a.g./Benzin,63 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 200 AZN,5.0,1.0,Avropa
212,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,111 052 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 200 AZN,7.0,2.0,Koreya
213,Bakı,Hyundai,Sonata,2010,Sedan,Ağ,2.4 L/174 a.g./Benzin,295 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 800 AZN,5.0,2.0,Avropa
214,Zaqatala,Mercedes,E 350,2015,Sedan,Yaş Asfalt,3.5 L/306 a.g./Benzin,90 300 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 900 USD,5.0,1.0,Avropa
215,Bakı,Honda,Civic,2008,Sedan,Qızılı,1.3 L/88 a.g./Hibrid,245 588 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 200 AZN,5.0,0.0,Amerika
216,Bakı,Toyota,RAV 4,2014,Offroader / SUV,Qəhvəyi,2.0 L/146 a.g./Benzin,83 300 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 300 USD,5.0,1.0,Rəsmi diler
217,Bakı,Toyota,Prado,2008,Offroader / SUV,Ağ,2.7 L/163 a.g./Benzin,112 442 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 700 AZN,5.0,0.0,Avropa
218,Bakı,Toyota,Corolla,2005,Hetçbek,Gümüşü,1.4 L/90 a.g./Dizel,254 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 000 AZN,5.0,2.0,Avropa
219,Bakı,Genesis,G70,2018,Sedan,Qara,2.0 L/275 a.g./Benzin,106 255 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 600 USD,5.0,1.0,Avropa
220,Bakı,Toyota,Avalon,2018,Sedan,Qara,3.5 L/268 a.g./Benzin,134 500 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",37 700 USD,5.0,1.0,Avropa
221,Bakı,Hyundai,Elantra,2019,Sedan,Ağ,2.0 L/150 a.g./Benzin,49 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 800 AZN,5.0,1.0,Avropa
222,Bakı,LADA (VAZ),Niva,2016,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,92 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 800 AZN,5.0,0.0,Rusiya
223,Sumqayıt,Chevrolet,Aveo,2007,Sedan,Ağ,1.4 L/100 a.g./Benzin,233 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 500 AZN,5.0,1.0,Rəsmi diler
224,Sumqayıt,Hyundai,Tucson,2006,Offroader / SUV,Ağ,2.0 L/140 a.g./Benzin,218 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 900 AZN,5.0,1.0,Rəsmi diler
225,Bakı,Jeep,Grand Cherokee,2014,Offroader / SUV,Ağ,3.0 L/243 a.g./Dizel,117 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 500 USD,5.0,1.0,Avropa
226,Sumqayıt,Mercedes,ML 270,2001,Offroader / SUV,Göy,2.7 L/163 a.g./Dizel,566 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 500 AZN,5.0,1.0,Avropa
227,Bakı,Hyundai,Santa Fe,2015,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,180 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 900 AZN,5.0,1.0,Avropa
228,Bakı,Lexus,LX 570,2008,Offroader / SUV,Qara,5.7 L/383 a.g./Benzin,178 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 000 USD,5.0,1.0,Avropa
229,Bakı,Lexus,LX 570,2013,Offroader / SUV,Qara,5.7 L/383 a.g./Benzin,89 985 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",58 900 USD,7.0,1.0,Avropa
230,Sumqayıt,Toyota,Auris,2008,Hetçbek,Ağ,1.4 L/90 a.g./Dizel,161 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 900 AZN,5.0,1.0,Avropa
231,Sumqayıt,Toyota,Camry,2016,Sedan,Qara,2.5 L/181 a.g./Benzin,145 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 900 AZN,5.0,1.0,Amerika
232,Sumqayıt,Hyundai,Elantra,2013,Sedan,Yaş Asfalt,1.8 L/150 a.g./Benzin,108 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 900 AZN,5.0,1.0,Amerika
233,Bakı,Lexus,LX 570,2016,Offroader / SUV,Qara,5.7 L/367 a.g./Benzin,107 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",95 500 USD,4.0,2.0,Avropa
234,Bakı,Mercedes,S 500,2014,Sedan,Göy,4.7 L/455 a.g./Benzin,76 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",67 000 USD,5.0,1.0,Avropa
235,Bakı,Land Rover,Range Rover,2015,Offroader / SUV,Yaş Asfalt,3.0 L/248 a.g./Dizel,127 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",71 500 USD,5.0,1.0,Avropa
236,Bakı,Kia,Ceed,2008,Universal,Yaş Asfalt,1.6 L/115 a.g./Dizel,240 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 900 AZN,5.0,1.0,Rəsmi diler
